points,item,team,role,opponent
0,Huntress of Souls,SK Gaming,top,Team BDS
0,Immortal Breastplate,SK Gaming,top,Team BDS
30,Imperious Gauntlet,SK Gaming,top,Team BDS
6,Incapacitor,SK Gaming,top,Team BDS
0,Legend Aura,SK Gaming,top,Team BDS
0,Magnetic Disintegrator,SK Gaming,top,Team BDS
0,Meteorites,SK Gaming,top,Team BDS
0,Obsidian Battle Plate,SK Gaming,top,Team BDS
0,Omnipresent Amulet,SK Gaming,top,Team BDS
0,Omnipresent Spirit,SK Gaming,top,Team BDS
15,Perfect Scythe,SK Gaming,top,Team BDS
0,Precise Hammer,SK Gaming,top,Team BDS
0,Rampage Momentum,SK Gaming,top,Team BDS
0,Rock Tomb,SK Gaming,top,Team BDS
0,Sacred Help,SK Gaming,top,Team BDS
0,Savage Looter,SK Gaming,top,Team BDS
16,Scythe,SK Gaming,top,Team BDS
0,Secret Scroll,SK Gaming,top,Team BDS
9,Sharp Blade,SK Gaming,top,Team BDS
0,Siege Mace,SK Gaming,top,Team BDS
15,Soul Hunter,SK Gaming,top,Team BDS
0,Spirit of the Squire,SK Gaming,top,Team BDS
0,Spirit of the Warrior,SK Gaming,top,Team BDS
0,Staff of Conquered Worlds,SK Gaming,top,Team BDS
0,Steel Aura,SK Gaming,top,Team BDS
0,Swords of Darkness,SK Gaming,top,Team BDS
0,The Puppeteer,SK Gaming,top,Team BDS
0,The Stalker,SK Gaming,top,Team BDS
0,The Visionary,SK Gaming,top,Team BDS
0,Thirsty Dagger,SK Gaming,top,Team BDS
0,Thirsty Scythes,SK Gaming,top,Team BDS
17,Treasurer's Wisdom,SK Gaming,top,Team BDS
0,Trimeteor,SK Gaming,top,Team BDS
0,Unstoppable Lightning,SK Gaming,top,Team BDS
0,Versatil Saber,SK Gaming,top,Team BDS
0,Wild Claw,SK Gaming,top,Team BDS
0,Wild Spirit,SK Gaming,top,Team BDS
0,Arcane Adrenaline,SK Gaming,jungle,Team BDS
0,Arcane Explosive,SK Gaming,jungle,Team BDS
18,Beast Hunter,SK Gaming,jungle,Team BDS
0,Being of Light,SK Gaming,jungle,Team BDS
0,Berseker Ax,SK Gaming,jungle,Team BDS
12,Collecting Hammer,SK Gaming,jungle,Team BDS
0,Colossal Mace,SK Gaming,jungle,Team BDS
24,Conquering Staff,SK Gaming,jungle,Team BDS
0,Crown of the Dwarf King,SK Gaming,jungle,Team BDS
0,Dance of Death,SK Gaming,jungle,Team BDS
0,Death Helper,SK Gaming,jungle,Team BDS
0,Demon Claws,SK Gaming,jungle,Team BDS
0,Divine Ascent,SK Gaming,jungle,Team BDS
0,Divine Impetu,SK Gaming,jungle,Team BDS
18,Elemental Discharge,SK Gaming,jungle,Team BDS
16,Equivalent Totem,SK Gaming,jungle,Team BDS
0,Fast Furious Blade,SK Gaming,jungle,Team BDS
0,Final Asteroid,SK Gaming,jungle,Team BDS
12,Guardian Totem,SK Gaming,jungle,Team BDS
8,Hawk's Eye,SK Gaming,jungle,Team BDS
0,Heavenly Vision,SK Gaming,jungle,Team BDS
0,Holy Sword,SK Gaming,jungle,Team BDS
0,Huntress of Souls,SK Gaming,jungle,Team BDS
0,Immortal Breastplate,SK Gaming,jungle,Team BDS
0,Imperious Gauntlet,SK Gaming,jungle,Team BDS
21,Incapacitor,SK Gaming,jungle,Team BDS
0,Legend Aura,SK Gaming,jungle,Team BDS
0,Magnetic Disintegrator,SK Gaming,jungle,Team BDS
0,Meteorites,SK Gaming,jungle,Team BDS
0,Obsidian Battle Plate,SK Gaming,jungle,Team BDS
0,Omnipresent Amulet,SK Gaming,jungle,Team BDS
0,Omnipresent Spirit,SK Gaming,jungle,Team BDS
0,Perfect Scythe,SK Gaming,jungle,Team BDS
18,Precise Hammer,SK Gaming,jungle,Team BDS
0,Rampage Momentum,SK Gaming,jungle,Team BDS
10,Rock Tomb,SK Gaming,jungle,Team BDS
0,Sacred Help,SK Gaming,jungle,Team BDS
0,Savage Looter,SK Gaming,jungle,Team BDS
14,Scythe,SK Gaming,jungle,Team BDS
0,Secret Scroll,SK Gaming,jungle,Team BDS
3,Sharp Blade,SK Gaming,jungle,Team BDS
0,Siege Mace,SK Gaming,jungle,Team BDS
0,Soul Hunter,SK Gaming,jungle,Team BDS
3,Spirit of the Squire,SK Gaming,jungle,Team BDS
0,Spirit of the Warrior,SK Gaming,jungle,Team BDS
0,Staff of Conquered Worlds,SK Gaming,jungle,Team BDS
0,Steel Aura,SK Gaming,jungle,Team BDS
0,Swords of Darkness,SK Gaming,jungle,Team BDS
0,The Puppeteer,SK Gaming,jungle,Team BDS
16,The Stalker,SK Gaming,jungle,Team BDS
0,The Visionary,SK Gaming,jungle,Team BDS
0,Thirsty Dagger,SK Gaming,jungle,Team BDS
0,Thirsty Scythes,SK Gaming,jungle,Team BDS
17,Treasurer's Wisdom,SK Gaming,jungle,Team BDS
0,Trimeteor,SK Gaming,jungle,Team BDS
0,Unstoppable Lightning,SK Gaming,jungle,Team BDS
0,Versatil Saber,SK Gaming,jungle,Team BDS
23,Wild Claw,SK Gaming,jungle,Team BDS
10,Wild Spirit,SK Gaming,jungle,Team BDS
0,Arcane Adrenaline,SK Gaming,mid,Team BDS
12,Arcane Explosive,SK Gaming,mid,Team BDS
0,Beast Hunter,SK Gaming,mid,Team BDS
0,Being of Light,SK Gaming,mid,Team BDS
14,Berseker Ax,SK Gaming,mid,Team BDS
12,Collecting Hammer,SK Gaming,mid,Team BDS
0,Colossal Mace,SK Gaming,mid,Team BDS
0,Conquering Staff,SK Gaming,mid,Team BDS
0,Crown of the Dwarf King,SK Gaming,mid,Team BDS
0,Dance of Death,SK Gaming,mid,Team BDS
0,Death Helper,SK Gaming,mid,Team BDS
0,Demon Claws,SK Gaming,mid,Team BDS
25,Divine Ascent,SK Gaming,mid,Team BDS
0,Divine Impetu,SK Gaming,mid,Team BDS
0,Elemental Discharge,SK Gaming,mid,Team BDS
18,Equivalent Totem,SK Gaming,mid,Team BDS
0,Fast Furious Blade,SK Gaming,mid,Team BDS
0,Final Asteroid,SK Gaming,mid,Team BDS
4,Guardian Totem,SK Gaming,mid,Team BDS
0,Hawk's Eye,SK Gaming,mid,Team BDS
0,Heavenly Vision,SK Gaming,mid,Team BDS
0,Holy Sword,SK Gaming,mid,Team BDS
0,Huntress of Souls,SK Gaming,mid,Team BDS
0,Immortal Breastplate,SK Gaming,mid,Team BDS
0,Imperious Gauntlet,SK Gaming,mid,Team BDS
9,Incapacitor,SK Gaming,mid,Team BDS
0,Legend Aura,SK Gaming,mid,Team BDS
0,Magnetic Disintegrator,SK Gaming,mid,Team BDS
0,Meteorites,SK Gaming,mid,Team BDS
20,Obsidian Battle Plate,SK Gaming,mid,Team BDS
0,Omnipresent Amulet,SK Gaming,mid,Team BDS
0,Omnipresent Spirit,SK Gaming,mid,Team BDS
0,Perfect Scythe,SK Gaming,mid,Team BDS
18,Precise Hammer,SK Gaming,mid,Team BDS
0,Rampage Momentum,SK Gaming,mid,Team BDS
0,Rock Tomb,SK Gaming,mid,Team BDS
20,Sacred Help,SK Gaming,mid,Team BDS
0,Savage Looter,SK Gaming,mid,Team BDS
17,Scythe,SK Gaming,mid,Team BDS
0,Secret Scroll,SK Gaming,mid,Team BDS
6,Sharp Blade,SK Gaming,mid,Team BDS
0,Siege Mace,SK Gaming,mid,Team BDS
0,Soul Hunter,SK Gaming,mid,Team BDS
3,Spirit of the Squire,SK Gaming,mid,Team BDS
0,Spirit of the Warrior,SK Gaming,mid,Team BDS
0,Staff of Conquered Worlds,SK Gaming,mid,Team BDS
0,Steel Aura,SK Gaming,mid,Team BDS
0,Swords of Darkness,SK Gaming,mid,Team BDS
0,The Puppeteer,SK Gaming,mid,Team BDS
0,The Stalker,SK Gaming,mid,Team BDS
0,The Visionary,SK Gaming,mid,Team BDS
0,Thirsty Dagger,SK Gaming,mid,Team BDS
0,Thirsty Scythes,SK Gaming,mid,Team BDS
17,Treasurer's Wisdom,SK Gaming,mid,Team BDS
0,Trimeteor,SK Gaming,mid,Team BDS
0,Unstoppable Lightning,SK Gaming,mid,Team BDS
0,Versatil Saber,SK Gaming,mid,Team BDS
0,Wild Claw,SK Gaming,mid,Team BDS
0,Wild Spirit,SK Gaming,mid,Team BDS
0,Arcane Adrenaline,SK Gaming,bot,Team BDS
0,Arcane Explosive,SK Gaming,bot,Team BDS
0,Beast Hunter,SK Gaming,bot,Team BDS
0,Being of Light,SK Gaming,bot,Team BDS
14,Berseker Ax,SK Gaming,bot,Team BDS
0,Collecting Hammer,SK Gaming,bot,Team BDS
0,Colossal Mace,SK Gaming,bot,Team BDS
0,Conquering Staff,SK Gaming,bot,Team BDS
0,Crown of the Dwarf King,SK Gaming,bot,Team BDS
0,Dance of Death,SK Gaming,bot,Team BDS
0,Death Helper,SK Gaming,bot,Team BDS
0,Demon Claws,SK Gaming,bot,Team BDS
0,Divine Ascent,SK Gaming,bot,Team BDS
0,Divine Impetu,SK Gaming,bot,Team BDS
0,Elemental Discharge,SK Gaming,bot,Team BDS
16,Equivalent Totem,SK Gaming,bot,Team BDS
16,Fast Furious Blade,SK Gaming,bot,Team BDS
0,Final Asteroid,SK Gaming,bot,Team BDS
7,Guardian Totem,SK Gaming,bot,Team BDS
8,Hawk's Eye,SK Gaming,bot,Team BDS
0,Heavenly Vision,SK Gaming,bot,Team BDS
0,Holy Sword,SK Gaming,bot,Team BDS
0,Huntress of Souls,SK Gaming,bot,Team BDS
0,Immortal Breastplate,SK Gaming,bot,Team BDS
30,Imperious Gauntlet,SK Gaming,bot,Team BDS
9,Incapacitor,SK Gaming,bot,Team BDS
0,Legend Aura,SK Gaming,bot,Team BDS
0,Magnetic Disintegrator,SK Gaming,bot,Team BDS
0,Meteorites,SK Gaming,bot,Team BDS
0,Obsidian Battle Plate,SK Gaming,bot,Team BDS
0,Omnipresent Amulet,SK Gaming,bot,Team BDS
0,Omnipresent Spirit,SK Gaming,bot,Team BDS
15,Perfect Scythe,SK Gaming,bot,Team BDS
0,Precise Hammer,SK Gaming,bot,Team BDS
0,Rampage Momentum,SK Gaming,bot,Team BDS
0,Rock Tomb,SK Gaming,bot,Team BDS
0,Sacred Help,SK Gaming,bot,Team BDS
0,Savage Looter,SK Gaming,bot,Team BDS
20,Scythe,SK Gaming,bot,Team BDS
0,Secret Scroll,SK Gaming,bot,Team BDS
0,Sharp Blade,SK Gaming,bot,Team BDS
0,Siege Mace,SK Gaming,bot,Team BDS
0,Soul Hunter,SK Gaming,bot,Team BDS
3,Spirit of the Squire,SK Gaming,bot,Team BDS
0,Spirit of the Warrior,SK Gaming,bot,Team BDS
0,Staff of Conquered Worlds,SK Gaming,bot,Team BDS
0,Steel Aura,SK Gaming,bot,Team BDS
0,Swords of Darkness,SK Gaming,bot,Team BDS
20,The Puppeteer,SK Gaming,bot,Team BDS
0,The Stalker,SK Gaming,bot,Team BDS
0,The Visionary,SK Gaming,bot,Team BDS
0,Thirsty Dagger,SK Gaming,bot,Team BDS
25,Thirsty Scythes,SK Gaming,bot,Team BDS
17,Treasurer's Wisdom,SK Gaming,bot,Team BDS
0,Trimeteor,SK Gaming,bot,Team BDS
0,Unstoppable Lightning,SK Gaming,bot,Team BDS
0,Versatil Saber,SK Gaming,bot,Team BDS
0,Wild Claw,SK Gaming,bot,Team BDS
0,Wild Spirit,SK Gaming,bot,Team BDS
0,Arcane Adrenaline,SK Gaming,support,Team BDS
0,Arcane Explosive,SK Gaming,support,Team BDS
0,Beast Hunter,SK Gaming,support,Team BDS
0,Being of Light,SK Gaming,support,Team BDS
0,Berseker Ax,SK Gaming,support,Team BDS
0,Collecting Hammer,SK Gaming,support,Team BDS
0,Colossal Mace,SK Gaming,support,Team BDS
0,Conquering Staff,SK Gaming,support,Team BDS
0,Crown of the Dwarf King,SK Gaming,support,Team BDS
0,Dance of Death,SK Gaming,support,Team BDS
0,Death Helper,SK Gaming,support,Team BDS
0,Demon Claws,SK Gaming,support,Team BDS
0,Divine Ascent,SK Gaming,support,Team BDS
0,Divine Impetu,SK Gaming,support,Team BDS
0,Elemental Discharge,SK Gaming,support,Team BDS
14,Equivalent Totem,SK Gaming,support,Team BDS
0,Fast Furious Blade,SK Gaming,support,Team BDS
0,Final Asteroid,SK Gaming,support,Team BDS
23,Guardian Totem,SK Gaming,support,Team BDS
8,Hawk's Eye,SK Gaming,support,Team BDS
0,Heavenly Vision,SK Gaming,support,Team BDS
0,Holy Sword,SK Gaming,support,Team BDS
0,Huntress of Souls,SK Gaming,support,Team BDS
14,Immortal Breastplate,SK Gaming,support,Team BDS
0,Imperious Gauntlet,SK Gaming,support,Team BDS
6,Incapacitor,SK Gaming,support,Team BDS
0,Legend Aura,SK Gaming,support,Team BDS
0,Magnetic Disintegrator,SK Gaming,support,Team BDS
0,Meteorites,SK Gaming,support,Team BDS
20,Obsidian Battle Plate,SK Gaming,support,Team BDS
0,Omnipresent Amulet,SK Gaming,support,Team BDS
0,Omnipresent Spirit,SK Gaming,support,Team BDS
0,Perfect Scythe,SK Gaming,support,Team BDS
0,Precise Hammer,SK Gaming,support,Team BDS
0,Rampage Momentum,SK Gaming,support,Team BDS
0,Rock Tomb,SK Gaming,support,Team BDS
0,Sacred Help,SK Gaming,support,Team BDS
0,Savage Looter,SK Gaming,support,Team BDS
0,Scythe,SK Gaming,support,Team BDS
0,Secret Scroll,SK Gaming,support,Team BDS
0,Sharp Blade,SK Gaming,support,Team BDS
0,Siege Mace,SK Gaming,support,Team BDS
0,Soul Hunter,SK Gaming,support,Team BDS
6,Spirit of the Squire,SK Gaming,support,Team BDS
0,Spirit of the Warrior,SK Gaming,support,Team BDS
0,Staff of Conquered Worlds,SK Gaming,support,Team BDS
0,Steel Aura,SK Gaming,support,Team BDS
0,Swords of Darkness,SK Gaming,support,Team BDS
0,The Puppeteer,SK Gaming,support,Team BDS
16,The Stalker,SK Gaming,support,Team BDS
18,The Visionary,SK Gaming,support,Team BDS
0,Thirsty Dagger,SK Gaming,support,Team BDS
0,Thirsty Scythes,SK Gaming,support,Team BDS
0,Treasurer's Wisdom,SK Gaming,support,Team BDS
0,Trimeteor,SK Gaming,support,Team BDS
0,Unstoppable Lightning,SK Gaming,support,Team BDS
0,Versatil Saber,SK Gaming,support,Team BDS
0,Wild Claw,SK Gaming,support,Team BDS
0,Wild Spirit,SK Gaming,support,Team BDS
0,Baron' s Mask,SK Gaming,coach,Team BDS
0,Big Worm Hunter,SK Gaming,coach,Team BDS
0,Conquest Hammer,SK Gaming,coach,Team BDS
8,Destroyer Hammer,SK Gaming,coach,Team BDS
0,Elemental Dragon Soul,SK Gaming,coach,Team BDS
16,Eye of the Void,SK Gaming,coach,Team BDS
8,First Line,SK Gaming,coach,Team BDS
0,Golden Force,SK Gaming,coach,Team BDS
0,Killer Momentum,SK Gaming,coach,Team BDS
0,Light Swords,SK Gaming,coach,Team BDS
0,Magic Scales,SK Gaming,coach,Team BDS
0,Royal Protector,SK Gaming,coach,Team BDS
10,Scale Tearer,SK Gaming,coach,Team BDS
0,Seal of Desecration,SK Gaming,coach,Team BDS
20,Spirit of the Rift,SK Gaming,coach,Team BDS
0,Underworld Guardian,SK Gaming,coach,Team BDS
0,Arcane Adrenaline,Team BDS,top,SK Gaming
12,Arcane Explosive,Team BDS,top,SK Gaming
0,Beast Hunter,Team BDS,top,SK Gaming
18,Being of Light,Team BDS,top,SK Gaming
14,Berseker Ax,Team BDS,top,SK Gaming
0,Collecting Hammer,Team BDS,top,SK Gaming
0,Colossal Mace,Team BDS,top,SK Gaming
0,Conquering Staff,Team BDS,top,SK Gaming
0,Crown of the Dwarf King,Team BDS,top,SK Gaming
0,Dance of Death,Team BDS,top,SK Gaming
0,Death Helper,Team BDS,top,SK Gaming
17,Demon Claws,Team BDS,top,SK Gaming
25,Divine Ascent,Team BDS,top,SK Gaming
0,Divine Impetu,Team BDS,top,SK Gaming
0,Elemental Discharge,Team BDS,top,SK Gaming
18,Equivalent Totem,Team BDS,top,SK Gaming
16,Fast Furious Blade,Team BDS,top,SK Gaming
0,Final Asteroid,Team BDS,top,SK Gaming
4,Guardian Totem,Team BDS,top,SK Gaming
8,Hawk's Eye,Team BDS,top,SK Gaming
0,Heavenly Vision,Team BDS,top,SK Gaming
0,Holy Sword,Team BDS,top,SK Gaming
19,Huntress of Souls,Team BDS,top,SK Gaming
14,Immortal Breastplate,Team BDS,top,SK Gaming
0,Imperious Gauntlet,Team BDS,top,SK Gaming
12,Incapacitor,Team BDS,top,SK Gaming
0,Legend Aura,Team BDS,top,SK Gaming
0,Magnetic Disintegrator,Team BDS,top,SK Gaming
0,Meteorites,Team BDS,top,SK Gaming
20,Obsidian Battle Plate,Team BDS,top,SK Gaming
0,Omnipresent Amulet,Team BDS,top,SK Gaming
0,Omnipresent Spirit,Team BDS,top,SK Gaming
0,Perfect Scythe,Team BDS,top,SK Gaming
0,Precise Hammer,Team BDS,top,SK Gaming
0,Rampage Momentum,Team BDS,top,SK Gaming
10,Rock Tomb,Team BDS,top,SK Gaming
20,Sacred Help,Team BDS,top,SK Gaming
0,Savage Looter,Team BDS,top,SK Gaming
22,Scythe,Team BDS,top,SK Gaming
0,Secret Scroll,Team BDS,top,SK Gaming
6,Sharp Blade,Team BDS,top,SK Gaming
0,Siege Mace,Team BDS,top,SK Gaming
0,Soul Hunter,Team BDS,top,SK Gaming
9,Spirit of the Squire,Team BDS,top,SK Gaming
16,Spirit of the Warrior,Team BDS,top,SK Gaming
0,Staff of Conquered Worlds,Team BDS,top,SK Gaming
0,Steel Aura,Team BDS,top,SK Gaming
0,Swords of Darkness,Team BDS,top,SK Gaming
0,The Puppeteer,Team BDS,top,SK Gaming
0,The Stalker,Team BDS,top,SK Gaming
0,The Visionary,Team BDS,top,SK Gaming
15,Thirsty Dagger,Team BDS,top,SK Gaming
25,Thirsty Scythes,Team BDS,top,SK Gaming
17,Treasurer's Wisdom,Team BDS,top,SK Gaming
0,Trimeteor,Team BDS,top,SK Gaming
0,Unstoppable Lightning,Team BDS,top,SK Gaming
11,Versatil Saber,Team BDS,top,SK Gaming
7,Wild Claw,Team BDS,top,SK Gaming
0,Wild Spirit,Team BDS,top,SK Gaming
0,Arcane Adrenaline,Team BDS,jungle,SK Gaming
0,Arcane Explosive,Team BDS,jungle,SK Gaming
0,Beast Hunter,Team BDS,jungle,SK Gaming
0,Being of Light,Team BDS,jungle,SK Gaming
0,Berseker Ax,Team BDS,jungle,SK Gaming
0,Collecting Hammer,Team BDS,jungle,SK Gaming
0,Colossal Mace,Team BDS,jungle,SK Gaming
24,Conquering Staff,Team BDS,jungle,SK Gaming
0,Crown of the Dwarf King,Team BDS,jungle,SK Gaming
0,Dance of Death,Team BDS,jungle,SK Gaming
10,Death Helper,Team BDS,jungle,SK Gaming
0,Demon Claws,Team BDS,jungle,SK Gaming
0,Divine Ascent,Team BDS,jungle,SK Gaming
11,Divine Impetu,Team BDS,jungle,SK Gaming
0,Elemental Discharge,Team BDS,jungle,SK Gaming
17,Equivalent Totem,Team BDS,jungle,SK Gaming
0,Fast Furious Blade,Team BDS,jungle,SK Gaming
0,Final Asteroid,Team BDS,jungle,SK Gaming
2,Guardian Totem,Team BDS,jungle,SK Gaming
8,Hawk's Eye,Team BDS,jungle,SK Gaming
0,Heavenly Vision,Team BDS,jungle,SK Gaming
0,Holy Sword,Team BDS,jungle,SK Gaming
0,Huntress of Souls,Team BDS,jungle,SK Gaming
14,Immortal Breastplate,Team BDS,jungle,SK Gaming
0,Imperious Gauntlet,Team BDS,jungle,SK Gaming
18,Incapacitor,Team BDS,jungle,SK Gaming
0,Legend Aura,Team BDS,jungle,SK Gaming
0,Magnetic Disintegrator,Team BDS,jungle,SK Gaming
0,Meteorites,Team BDS,jungle,SK Gaming
20,Obsidian Battle Plate,Team BDS,jungle,SK Gaming
11,Omnipresent Amulet,Team BDS,jungle,SK Gaming
18,Omnipresent Spirit,Team BDS,jungle,SK Gaming
0,Perfect Scythe,Team BDS,jungle,SK Gaming
0,Precise Hammer,Team BDS,jungle,SK Gaming
0,Rampage Momentum,Team BDS,jungle,SK Gaming
10,Rock Tomb,Team BDS,jungle,SK Gaming
0,Sacred Help,Team BDS,jungle,SK Gaming
0,Savage Looter,Team BDS,jungle,SK Gaming
12,Scythe,Team BDS,jungle,SK Gaming
0,Secret Scroll,Team BDS,jungle,SK Gaming
3,Sharp Blade,Team BDS,jungle,SK Gaming
0,Siege Mace,Team BDS,jungle,SK Gaming
0,Soul Hunter,Team BDS,jungle,SK Gaming
18,Spirit of the Squire,Team BDS,jungle,SK Gaming
0,Spirit of the Warrior,Team BDS,jungle,SK Gaming
0,Staff of Conquered Worlds,Team BDS,jungle,SK Gaming
18,Steel Aura,Team BDS,jungle,SK Gaming
0,Swords of Darkness,Team BDS,jungle,SK Gaming
0,The Puppeteer,Team BDS,jungle,SK Gaming
0,The Stalker,Team BDS,jungle,SK Gaming
0,The Visionary,Team BDS,jungle,SK Gaming
0,Thirsty Dagger,Team BDS,jungle,SK Gaming
0,Thirsty Scythes,Team BDS,jungle,SK Gaming
0,Treasurer's Wisdom,Team BDS,jungle,SK Gaming
0,Trimeteor,Team BDS,jungle,SK Gaming
0,Unstoppable Lightning,Team BDS,jungle,SK Gaming
11,Versatil Saber,Team BDS,jungle,SK Gaming
17,Wild Claw,Team BDS,jungle,SK Gaming
10,Wild Spirit,Team BDS,jungle,SK Gaming
16,Arcane Adrenaline,Team BDS,mid,SK Gaming
0,Arcane Explosive,Team BDS,mid,SK Gaming
0,Beast Hunter,Team BDS,mid,SK Gaming
0,Being of Light,Team BDS,mid,SK Gaming
14,Berseker Ax,Team BDS,mid,SK Gaming
0,Collecting Hammer,Team BDS,mid,SK Gaming
0,Colossal Mace,Team BDS,mid,SK Gaming
0,Conquering Staff,Team BDS,mid,SK Gaming
0,Crown of the Dwarf King,Team BDS,mid,SK Gaming
8,Dance of Death,Team BDS,mid,SK Gaming
0,Death Helper,Team BDS,mid,SK Gaming
0,Demon Claws,Team BDS,mid,SK Gaming
25,Divine Ascent,Team BDS,mid,SK Gaming
0,Divine Impetu,Team BDS,mid,SK Gaming
0,Elemental Discharge,Team BDS,mid,SK Gaming
18,Equivalent Totem,Team BDS,mid,SK Gaming
0,Fast Furious Blade,Team BDS,mid,SK Gaming
0,Final Asteroid,Team BDS,mid,SK Gaming
4,Guardian Totem,Team BDS,mid,SK Gaming
0,Hawk's Eye,Team BDS,mid,SK Gaming
0,Heavenly Vision,Team BDS,mid,SK Gaming
10,Holy Sword,Team BDS,mid,SK Gaming
0,Huntress of Souls,Team BDS,mid,SK Gaming
14,Immortal Breastplate,Team BDS,mid,SK Gaming
0,Imperious Gauntlet,Team BDS,mid,SK Gaming
6,Incapacitor,Team BDS,mid,SK Gaming
0,Legend Aura,Team BDS,mid,SK Gaming
0,Magnetic Disintegrator,Team BDS,mid,SK Gaming
0,Meteorites,Team BDS,mid,SK Gaming
20,Obsidian Battle Plate,Team BDS,mid,SK Gaming
0,Omnipresent Amulet,Team BDS,mid,SK Gaming
0,Omnipresent Spirit,Team BDS,mid,SK Gaming
15,Perfect Scythe,Team BDS,mid,SK Gaming
0,Precise Hammer,Team BDS,mid,SK Gaming
15,Rampage Momentum,Team BDS,mid,SK Gaming
0,Rock Tomb,Team BDS,mid,SK Gaming
0,Sacred Help,Team BDS,mid,SK Gaming
0,Savage Looter,Team BDS,mid,SK Gaming
17,Scythe,Team BDS,mid,SK Gaming
0,Secret Scroll,Team BDS,mid,SK Gaming
21,Sharp Blade,Team BDS,mid,SK Gaming
0,Siege Mace,Team BDS,mid,SK Gaming
0,Soul Hunter,Team BDS,mid,SK Gaming
3,Spirit of the Squire,Team BDS,mid,SK Gaming
0,Spirit of the Warrior,Team BDS,mid,SK Gaming
0,Staff of Conquered Worlds,Team BDS,mid,SK Gaming
0,Steel Aura,Team BDS,mid,SK Gaming
17,Swords of Darkness,Team BDS,mid,SK Gaming
0,The Puppeteer,Team BDS,mid,SK Gaming
0,The Stalker,Team BDS,mid,SK Gaming
0,The Visionary,Team BDS,mid,SK Gaming
0,Thirsty Dagger,Team BDS,mid,SK Gaming
0,Thirsty Scythes,Team BDS,mid,SK Gaming
17,Treasurer's Wisdom,Team BDS,mid,SK Gaming
0,Trimeteor,Team BDS,mid,SK Gaming
18,Unstoppable Lightning,Team BDS,mid,SK Gaming
11,Versatil Saber,Team BDS,mid,SK Gaming
1,Wild Claw,Team BDS,mid,SK Gaming
0,Wild Spirit,Team BDS,mid,SK Gaming
0,Arcane Adrenaline,Team BDS,bot,SK Gaming
12,Arcane Explosive,Team BDS,bot,SK Gaming
0,Beast Hunter,Team BDS,bot,SK Gaming
0,Being of Light,Team BDS,bot,SK Gaming
14,Berseker Ax,Team BDS,bot,SK Gaming
0,Collecting Hammer,Team BDS,bot,SK Gaming
11,Colossal Mace,Team BDS,bot,SK Gaming
24,Conquering Staff,Team BDS,bot,SK Gaming
13,Crown of the Dwarf King,Team BDS,bot,SK Gaming
0,Dance of Death,Team BDS,bot,SK Gaming
0,Death Helper,Team BDS,bot,SK Gaming
0,Demon Claws,Team BDS,bot,SK Gaming
25,Divine Ascent,Team BDS,bot,SK Gaming
0,Divine Impetu,Team BDS,bot,SK Gaming
0,Elemental Discharge,Team BDS,bot,SK Gaming
18,Equivalent Totem,Team BDS,bot,SK Gaming
16,Fast Furious Blade,Team BDS,bot,SK Gaming
0,Final Asteroid,Team BDS,bot,SK Gaming
6,Guardian Totem,Team BDS,bot,SK Gaming
8,Hawk's Eye,Team BDS,bot,SK Gaming
0,Heavenly Vision,Team BDS,bot,SK Gaming
0,Holy Sword,Team BDS,bot,SK Gaming
0,Huntress of Souls,Team BDS,bot,SK Gaming
14,Immortal Breastplate,Team BDS,bot,SK Gaming
0,Imperious Gauntlet,Team BDS,bot,SK Gaming
24,Incapacitor,Team BDS,bot,SK Gaming
0,Legend Aura,Team BDS,bot,SK Gaming
11,Magnetic Disintegrator,Team BDS,bot,SK Gaming
0,Meteorites,Team BDS,bot,SK Gaming
20,Obsidian Battle Plate,Team BDS,bot,SK Gaming
0,Omnipresent Amulet,Team BDS,bot,SK Gaming
0,Omnipresent Spirit,Team BDS,bot,SK Gaming
0,Perfect Scythe,Team BDS,bot,SK Gaming
0,Precise Hammer,Team BDS,bot,SK Gaming
0,Rampage Momentum,Team BDS,bot,SK Gaming
10,Rock Tomb,Team BDS,bot,SK Gaming
0,Sacred Help,Team BDS,bot,SK Gaming
20,Savage Looter,Team BDS,bot,SK Gaming
22,Scythe,Team BDS,bot,SK Gaming
18,Secret Scroll,Team BDS,bot,SK Gaming
9,Sharp Blade,Team BDS,bot,SK Gaming
0,Siege Mace,Team BDS,bot,SK Gaming
0,Soul Hunter,Team BDS,bot,SK Gaming
9,Spirit of the Squire,Team BDS,bot,SK Gaming
0,Spirit of the Warrior,Team BDS,bot,SK Gaming
11,Staff of Conquered Worlds,Team BDS,bot,SK Gaming
0,Steel Aura,Team BDS,bot,SK Gaming
0,Swords of Darkness,Team BDS,bot,SK Gaming
0,The Puppeteer,Team BDS,bot,SK Gaming
0,The Stalker,Team BDS,bot,SK Gaming
0,The Visionary,Team BDS,bot,SK Gaming
